isqno,war,name,locn,campgn,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,is_hero,war2,war3,war4,war4_theater,dbpedia,cow_warno,cow_warname,war_initiator,parent
177,AMERICAN CIVIL WAR,KERNSTOWN,VIRGINIA,VALLEY 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,clear cut,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/First_Battle_of_Kernstown,572.0,U.S. Civil War of 1861-1865,1,
178,AMERICAN CIVIL WAR,SHILOH,TENNESSEE,TENNESSEE 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,not clear cut,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Shiloh,572.0,U.S. Civil War of 1861-1865,1,
179,AMERICAN CIVIL WAR,FRONT ROYAL,VIRGINIA,VALLEY 1862,A combination posture involving two distinct/separate postures,HD,WD,0.0,0.0,1.0,Neither side had theater air superiority,Complete surprise achieved by attacker,Favors neither side,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,attacker win,1.0,clear cut,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Front_Royal,572.0,U.S. Civil War of 1861-1865,1,
180,AMERICAN CIVIL WAR,FIRST WINCHESTER,VIRGINIA,VALLEY 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,1.6,clear cut,0.0,0.0,0.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/First_Battle_of_Winchester,572.0,U.S. Civil War of 1861-1865,1,
181,AMERICAN CIVIL WAR,CROSS KEYS,VIRGINIA,VALLEY 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Cross_Keys,572.0,U.S. Civil War of 1861-1865,0,
182,AMERICAN CIVIL WAR,PORT REPUBLIC,VIRGINIA,VALLEY 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.6,clear cut,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Port_Republic,572.0,U.S. Civil War of 1861-1865,1,
183,AMERICAN CIVIL WAR,SEVEN PINES (FAIR OAKS),VIRGINIA,PENINSULAR 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.6,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Seven_Pines,572.0,U.S. Civil War of 1861-1865,1,
184,AMERICAN CIVIL WAR,MECHANICSVILLE,VIRGINIA,PENINSULAR 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Beaver_Dam_Creek,572.0,U.S. Civil War of 1861-1865,1,
185,AMERICAN CIVIL WAR,GAINES'S MILL,VIRGINIA,PENINSULAR 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.5,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Gaines%27s_Mill,572.0,U.S. Civil War of 1861-1865,1,
186,AMERICAN CIVIL WAR,GLENDALE-FRAYSER'S FARM,VIRGINIA,PENINSULAR 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Savage%27s_Station Battle_of_White_Oak_Swamp Battle_of_Glendale ,572.0,U.S. Civil War of 1861-1865,1,
187,AMERICAN CIVIL WAR,MALVERN HILL,VIRGINIA,PENINSULAR 1862,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Malvern_Hill,572.0,U.S. Civil War of 1861-1865,1,
188,AMERICAN CIVIL WAR,CEDAR MOUNTAIN,VIRGINIA,SECOND BULL RUN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Cedar_Mountain,572.0,U.S. Civil War of 1861-1865,0,
189,AMERICAN CIVIL WAR,SECOND BULL RUN (MANASSAS),VIRGINIA,SECOND BULL RUN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,,0.0,,,,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Second_Battle_of_Bull_Run,572.0,U.S. Civil War of 1861-1865,0,
190,AMERICAN CIVIL WAR,SOUTH MOUNTAIN,MARYLAND,ANTIETAM,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,3.0,clear cut,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_South_Mountain,572.0,U.S. Civil War of 1861-1865,0,
191,AMERICAN CIVIL WAR,ANTIETAM (SHARPSBURG),MARYLAND,ANTIETAM,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,not clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Antietam,572.0,U.S. Civil War of 1861-1865,0,
192,AMERICAN CIVIL WAR,CORINTH,MISSISSIPPI,IUKA-CORINTH,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,6.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Second_Battle_of_Corinth,572.0,U.S. Civil War of 1861-1865,0,
193,AMERICAN CIVIL WAR,PERRYVILLE,KENTUCKY,PERRYVILLE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,,,0.0,0.0,0.0,0.0,0.0,1.0,draw,0.5,not clear cut,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Perryville,572.0,U.S. Civil War of 1861-1865,0,
194,AMERICAN CIVIL WAR,FREDERICKSBURG,VIRGINIA,FREDRICKSBURG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Fredericksburg,572.0,U.S. Civil War of 1861-1865,0,
195,AMERICAN CIVIL WAR,MURFREESBORO (STONE'S RIVER),TENNESSEE,STONES RIVER,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,8.0,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Stones_River,572.0,U.S. Civil War of 1861-1865,1,
196,AMERICAN CIVIL WAR,CHANCELLORSVILLE,VIRGINIA,CHANCELLORSVILLE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,,Favors neither side,,0.0,0.0,0.0,0.0,,0.0,,,,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Chancellorsville,572.0,U.S. Civil War of 1861-1865,0,
197,AMERICAN CIVIL WAR,CHAMPION'S HILL,MISSISSIPPI,VICKSBURG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,2.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Champion_Hill,572.0,U.S. Civil War of 1861-1865,0,
198,AMERICAN CIVIL WAR,BRANDY STATION,VIRGINIA,GETTYSBURG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,0.0,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Brandy_Station,572.0,U.S. Civil War of 1861-1865,0,
199,AMERICAN CIVIL WAR,GETTYSBURG,PENNSYLVANIA,GETTYSBURG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,3.3,clear cut,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Gettysburg,572.0,U.S. Civil War of 1861-1865,1,
200,AMERICAN CIVIL WAR,CHICKAMAUGA,GEORGIA,CHICKAMAUGA,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,3.2,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Chickamauga,572.0,U.S. Civil War of 1861-1865,1,
201,AMERICAN CIVIL WAR,CHATTANOOGA,TENNESSEE,CHATTANOOGA,A combination posture involving two distinct/separate postures,PD,FD,0.0,1.0,1.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,8.8,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Chattanooga_Campaign,572.0,U.S. Civil War of 1861-1865,0,
202,AMERICAN CIVIL WAR,THE WILDERNESS,VIRGINIA,WILDERNESS-SPOTSYLVANIA-COLD HARBOR,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_the_Wilderness,572.0,U.S. Civil War of 1861-1865,0,
203,AMERICAN CIVIL WAR,SPOTSYLVANIA,VIRGINIA,WILDERNESS-SPOTSYLVANIA-COLD HARBOR,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,1.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.4,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Spotsylvania_Court_House,572.0,U.S. Civil War of 1861-1865,0,
204,AMERICAN CIVIL WAR,NEW MARKET,VIRGINIA,SHENANDOAH VALLEY 1864,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,3.2,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_New_Market,572.0,U.S. Civil War of 1861-1865,1,
205,AMERICAN CIVIL WAR,COLD HARBOR,VIRGINIA,WILDERNESS-SPOTSYLVANIA-COLD HARBOR,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Cold_Harbor,572.0,U.S. Civil War of 1861-1865,0,
206,AMERICAN CIVIL WAR,KENESAW MOUNTAIN,GEORGIA,ATLANTA,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Kennesaw_Mountain,572.0,U.S. Civil War of 1861-1865,0,
207,AMERICAN CIVIL WAR,PEACHTREE CREEK,GEORGIA,ATLANTA,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Peachtree_Creek,572.0,U.S. Civil War of 1861-1865,1,
208,AMERICAN CIVIL WAR,ATLANTA,GEORGIA,ATLANTA,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.5,clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Atlanta,572.0,U.S. Civil War of 1861-1865,1,
209,AMERICAN CIVIL WAR,PETERSBURG,VIRGINIA,PETERSBURG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,,1.0,1.0,,9.6,clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Second_Battle_of_Petersburg,572.0,U.S. Civil War of 1861-1865,0,
210,AMERICAN CIVIL WAR,GLOBE TAVERN,VIRGINIA,SIEGE OF PETERSBURG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,4.0,not clear cut,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Globe_Tavern,572.0,U.S. Civil War of 1861-1865,0,
211,AMERICAN CIVIL WAR,OPEQUON CREEK (THIRD WINCHESTER),VIRGINIA,SHERIDAN'S VALLEY,A combination posture involving two distinct/separate postures,HD,PD,1.0,1.0,1.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,13.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Opequon,572.0,U.S. Civil War of 1861-1865,0,
212,AMERICAN CIVIL WAR,CEDAR CREEK,VIRGINIA,SHERIDAN'S VALLEY,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Complete surprise achieved by attacker,Favors neither side,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,clear cut,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Cedar_Creek,572.0,U.S. Civil War of 1861-1865,1,
213,AMERICAN CIVIL WAR,FRANKLIN,TENNESSEE,FRANKLIN AND NASHVILLE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,clear cut,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Franklin_(1864),572.0,U.S. Civil War of 1861-1865,1,
214,AMERICAN CIVIL WAR,NASHVILLE,TENNESSEE,FRANKLIN AND NASHVILLE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,6.4,clear cut,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Nashville,572.0,U.S. Civil War of 1861-1865,0,
215,AMERICAN CIVIL WAR,BENTONVILLE,NORTH CAROLINA,THE CAROLINAS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Bentonville,572.0,U.S. Civil War of 1861-1865,1,
216,AMERICAN CIVIL WAR,DINWIDDIE COURTHOUSE & WHITE OAK ROAD,VIRGINIA,PETERSBURG,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,draw,3.0,not clear cut,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Dinwiddie_Court_House,572.0,U.S. Civil War of 1861-1865,0,
217,AMERICAN CIVIL WAR,FIVE FORKS,VIRGINIA,PETERSBURG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,3.0,clear cut,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Five_Forks,572.0,U.S. Civil War of 1861-1865,0,
218,AMERICAN CIVIL WAR,SELMA,ALABAMA,SELMA,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,0.6,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1,AMERICAN CIVIL WAR,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,,http://dbpedia.org/resource/Battle_of_Selma,572.0,U.S. Civil War of 1861-1865,0,
